,label,text,cleaned_text
2876,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
2877,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
2878,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
2879,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , cough , high fever , breathlessness , family history , mucoid sputum"
2880,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration","headache , chest pain , dizziness , loss balance , lack concentration"
2881,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
2882,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
2883,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
2884,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
2885,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
2886,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
2887,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
2888,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
2889,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
2890,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
2891,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
2892,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
2893,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","joint pain , vomiting , fatigue , high fever , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes , acute liver failure , coma , stomach bleeding"
2894,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1","vomiting , yellowish skin , abdominal pain , swelling stomach , distention abdomen , history alcohol consumption , fluid overload 1"
2895,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","chills , vomiting , fatigue , weight loss , cough , high fever , breathlessness , sweating , loss appetite , mild fever , yellowing eyes , swelled lymph nodes , malaise , phlegm , chest pain , blood sputum"
2896,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","continuous sneezing , chills , fatigue , cough , high fever , headache , swelled lymph nodes , malaise , phlegm , throat irritation , redness eyes , sinus pressure , runny nose , congestion , chest pain , loss smell , muscle pain"
2897,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","chills , fatigue , cough , high fever , breathlessness , sweating , malaise , phlegm , chest pain , fast heart rate , rusty sputum"
2898,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus","constipation , pain bowel movements , pain anal region , bloody stool , irritation anus"
2899,Heart attack,"vomiting,breathlessness,sweating,chest_pain","vomiting , breathlessness , sweating , chest pain"
2900,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","fatigue , cramps , bruising , obesity , swollen legs , swollen blood vessels , prominent veins calf"
2901,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation","fatigue , weight gain , cold hands feets , mood swings , lethargy , dizziness , puffy face eyes , enlarged thyroid , brittle nails , swollen extremeties , depression , irritability , abnormal menstruation"
2902,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","fatigue , mood swings , weight loss , restlessness , sweating , diarrhoea , fast heart rate , excessive hunger , muscle weakness , irritability , abnormal menstruation"
2903,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations","vomiting , fatigue , anxiety , sweating , headache , nausea , blurred distorted vision , excessive hunger , drying tingling lips , slurred speech , irritability , palpitations"
2904,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","joint pain , neck pain , knee pain , hip joint pain , swelling joints , painful walking"
2905,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","muscle weakness , stiff neck , swelling joints , movement stiffness , painful walking"
2906,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , nausea , spinning movements , loss balance , unsteadiness"
2907,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring","skin rash , pus filled pimples , blackheads , scurring"
2908,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","burning micturition , bladder discomfort , foul smell urine , continuous feel urine"
2909,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
2910,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , blister , red sore around nose , yellow crust ooze"
2911,Fungal infection,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches","itching , skin rash , nodal skin eruptions , dischromic patches"
2912,Allergy,"continuous_sneezing,shivering,chills,watering_from_eyes","continuous sneezing , shivering , chills , watering eyes"
2913,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","stomach pain , acidity , ulcers tongue , vomiting , cough , chest pain"
2914,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
2915,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination","itching , skin rash , stomach pain , burning micturition , spotting urination"
2916,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , loss appetite , abdominal pain , passage gases , internal itching"
2917,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
2918,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
2919,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
2920,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , cough , high fever , breathlessness , family history , mucoid sputum"
2921,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration","headache , chest pain , dizziness , loss balance , lack concentration"
2922,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
2923,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
2924,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
2925,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
2926,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
2927,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
2928,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
2929,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
2930,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
2931,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
2932,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
2933,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
2934,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","joint pain , vomiting , fatigue , high fever , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes , acute liver failure , coma , stomach bleeding"
2935,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1","vomiting , yellowish skin , abdominal pain , swelling stomach , distention abdomen , history alcohol consumption , fluid overload 1"
2936,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","chills , vomiting , fatigue , weight loss , cough , high fever , breathlessness , sweating , loss appetite , mild fever , yellowing eyes , swelled lymph nodes , malaise , phlegm , chest pain , blood sputum"
2937,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","continuous sneezing , chills , fatigue , cough , high fever , headache , swelled lymph nodes , malaise , phlegm , throat irritation , redness eyes , sinus pressure , runny nose , congestion , chest pain , loss smell , muscle pain"
2938,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","chills , fatigue , cough , high fever , breathlessness , sweating , malaise , phlegm , chest pain , fast heart rate , rusty sputum"
2939,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus","constipation , pain bowel movements , pain anal region , bloody stool , irritation anus"
2940,Heart attack,"vomiting,breathlessness,sweating,chest_pain","vomiting , breathlessness , sweating , chest pain"
2941,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","fatigue , cramps , bruising , obesity , swollen legs , swollen blood vessels , prominent veins calf"
2942,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation","fatigue , weight gain , cold hands feets , mood swings , lethargy , dizziness , puffy face eyes , enlarged thyroid , brittle nails , swollen extremeties , depression , irritability , abnormal menstruation"
2943,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","fatigue , mood swings , weight loss , restlessness , sweating , diarrhoea , fast heart rate , excessive hunger , muscle weakness , irritability , abnormal menstruation"
2944,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations","vomiting , fatigue , anxiety , sweating , headache , nausea , blurred distorted vision , excessive hunger , drying tingling lips , slurred speech , irritability , palpitations"
2945,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","joint pain , neck pain , knee pain , hip joint pain , swelling joints , painful walking"
2946,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","muscle weakness , stiff neck , swelling joints , movement stiffness , painful walking"
2947,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , nausea , spinning movements , loss balance , unsteadiness"
2948,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring","skin rash , pus filled pimples , blackheads , scurring"
2949,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","burning micturition , bladder discomfort , foul smell urine , continuous feel urine"
2950,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
2951,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , blister , red sore around nose , yellow crust ooze"
2952,Fungal infection,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches","itching , skin rash , nodal skin eruptions , dischromic patches"
2953,Allergy,"continuous_sneezing,shivering,chills,watering_from_eyes","continuous sneezing , shivering , chills , watering eyes"
2954,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","stomach pain , acidity , ulcers tongue , vomiting , cough , chest pain"
2955,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
2956,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination","itching , skin rash , stomach pain , burning micturition , spotting urination"
2957,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , loss appetite , abdominal pain , passage gases , internal itching"
2958,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
2959,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
2960,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
2961,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , cough , high fever , breathlessness , family history , mucoid sputum"
2962,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration","headache , chest pain , dizziness , loss balance , lack concentration"
2963,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
2964,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
2965,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
2966,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
2967,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
2968,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
2969,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
2970,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
2971,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
2972,Hepatitis B,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","itching , fatigue , lethargy , yellowish skin , dark urine , loss appetite , abdominal pain , yellow urine , yellowing eyes , malaise , receiving blood transfusion , receiving unsterile injections"
2973,Hepatitis C,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history","fatigue , yellowish skin , nausea , loss appetite , yellowing eyes , family history"
2974,Hepatitis D,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","joint pain , vomiting , fatigue , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes"
2975,Hepatitis E,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","joint pain , vomiting , fatigue , high fever , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , yellowing eyes , acute liver failure , coma , stomach bleeding"
2976,Alcoholic hepatitis,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload.1","vomiting , yellowish skin , abdominal pain , swelling stomach , distention abdomen , history alcohol consumption , fluid overload 1"
2977,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","chills , vomiting , fatigue , weight loss , cough , high fever , breathlessness , sweating , loss appetite , mild fever , yellowing eyes , swelled lymph nodes , malaise , phlegm , chest pain , blood sputum"
2978,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","continuous sneezing , chills , fatigue , cough , high fever , headache , swelled lymph nodes , malaise , phlegm , throat irritation , redness eyes , sinus pressure , runny nose , congestion , chest pain , loss smell , muscle pain"
2979,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","chills , fatigue , cough , high fever , breathlessness , sweating , malaise , phlegm , chest pain , fast heart rate , rusty sputum"
2980,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus","constipation , pain bowel movements , pain anal region , bloody stool , irritation anus"
2981,Heart attack,"vomiting,breathlessness,sweating,chest_pain","vomiting , breathlessness , sweating , chest pain"
2982,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","fatigue , cramps , bruising , obesity , swollen legs , swollen blood vessels , prominent veins calf"
2983,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation","fatigue , weight gain , cold hands feets , mood swings , lethargy , dizziness , puffy face eyes , enlarged thyroid , brittle nails , swollen extremeties , depression , irritability , abnormal menstruation"
2984,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","fatigue , mood swings , weight loss , restlessness , sweating , diarrhoea , fast heart rate , excessive hunger , muscle weakness , irritability , abnormal menstruation"
2985,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations","vomiting , fatigue , anxiety , sweating , headache , nausea , blurred distorted vision , excessive hunger , drying tingling lips , slurred speech , irritability , palpitations"
2986,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","joint pain , neck pain , knee pain , hip joint pain , swelling joints , painful walking"
2987,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","muscle weakness , stiff neck , swelling joints , movement stiffness , painful walking"
2988,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","vomiting , headache , nausea , spinning movements , loss balance , unsteadiness"
2989,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring","skin rash , pus filled pimples , blackheads , scurring"
2990,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine","burning micturition , bladder discomfort , foul smell urine , continuous feel urine"
2991,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","skin rash , joint pain , skin peeling , silver like dusting , small dents nails , inflammatory nails"
2992,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","skin rash , high fever , blister , red sore around nose , yellow crust ooze"
2993,Fungal infection,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches","itching , skin rash , nodal skin eruptions , dischromic patches"
2994,Allergy,"continuous_sneezing,shivering,chills,watering_from_eyes","continuous sneezing , shivering , chills , watering eyes"
2995,GERD,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","stomach pain , acidity , ulcers tongue , vomiting , cough , chest pain"
2996,Chronic cholestasis,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","itching , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , yellowing eyes"
2997,Drug Reaction,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination","itching , skin rash , stomach pain , burning micturition , spotting urination"
2998,Peptic ulcer diseae,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","vomiting , indigestion , loss appetite , abdominal pain , passage gases , internal itching"
2999,AIDS,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts","muscle wasting , patches throat , high fever , extra marital contacts"
3000,Diabetes ,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","fatigue , weight loss , restlessness , lethargy , irregular sugar level , blurred distorted vision , obesity , excessive hunger , increased appetite , polyuria"
3001,Gastroenteritis,"vomiting,sunken_eyes,dehydration,diarrhoea","vomiting , sunken eyes , dehydration , diarrhoea"
3002,Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","fatigue , cough , high fever , breathlessness , family history , mucoid sputum"
3003,Hypertension ,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration","headache , chest pain , dizziness , loss balance , lack concentration"
3004,Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","acidity , indigestion , headache , blurred distorted vision , excessive hunger , stiff neck , depression , irritability , visual disturbances"
3005,Cervical spondylosis,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","back pain , weakness limbs , neck pain , dizziness , loss balance"
3006,Paralysis (brain hemorrhage),"vomiting,headache,weakness_of_one_body_side,altered_sensorium","vomiting , headache , weakness one body side , altered sensorium"
